日期,温度 (°C),湿度 (%),降雨量 (mm),病虫害
2023-05-20,23.767908354578964,52.884025711869874,0.0,无
2023-05-21,11.281859079151495,59.20086153491067,0.0,无
2023-05-22,19.887714211591693,61.93252083232397,0.0,苹果白粉病
2023-05-23,18.74694867203063,52.17473937295921,0.0,蚜虫
2023-05-24,15.68580801896255,43.0111730253775,0.0,蚜虫
2023-05-25,22.610609829994324,54.88160205161083,0.0,苹果白粉病
2023-05-26,21.801902696835118,53.840327348536334,6.7596533426416805,无
2023-05-27,16.291575722739452,67.27829010514365,0.0,无
2023-05-28,18.041184007937446,79.52680956661241,3.1959905645870617,苹果金纹细蛾
2023-05-29,16.72748124953065,63.02137915628521,0.0,蚜虫
2023-05-30,15.89855988227154,73.84004449998541,0.0,无
2023-05-31,19.390596050942115,69.10917814229201,0.0,蚜虫
2023-06-01,28.129670413095766,59.478146667961006,0.0,无
2023-06-02,27.447941385843777,54.980373539614746,0.0,红蜘蛛
2023-06-03,25.23923992636642,61.598186164277195,0.0,蚜虫
2023-06-04,28.98776698335397,56.811036463202164,10.783617664548723,无
2023-06-05,25.529679899681962,59.11079419752946,0.0,蚜虫
2023-06-06,28.400704230303223,51.77356359646615,26.121715425465702,无
2023-06-07,30.70297235822821,53.81439500871375,0.0,无
2023-06-08,29.33819861745032,44.9589219641053,0.0,蚜虫
2023-06-09,24.50056342576129,43.62423275910721,3.4832691659435615,无
2023-06-10,29.994742694545824,66.02794835701972,0.0,无
2023-06-11,31.100681149568903,71.3446543359246,0.0,无
2023-06-12,26.89243780894651,55.4374659476062,0.0,无
2023-06-13,32.045139640062644,65.33644788217532,0.0,无
2023-06-14,24.973620330850242,44.91052626143592,0.0,蚜虫
2023-06-15,27.291966632984202,64.34833253179511,0.7662159556900606,无
2023-06-16,27.741886647149727,46.523638625383526,0.0,"蚜虫, 红蜘蛛"
2023-06-17,21.912011312383818,65.92720746846364,0.0,无
2023-06-18,27.027662610105754,53.19009042951932,0.0,无
2023-06-19,28.826704993054452,72.9281885920607,0.0,蚜虫
2023-06-20,31.355153181077988,68.68364733455346,16.948166521648343,无
2023-06-21,29.050699640754665,72.1414497364483,0.0,无
2023-06-22,26.108634210373165,72.42435047245824,0.0,蚜虫
2023-06-23,28.65402417564837,49.256429204448445,0.0,无
2023-06-24,24.633211911459384,56.35925950473117,8.310097711548908,无
2023-06-25,20.82184044144875,47.170962316155304,0.0,无
2023-06-26,26.077444359967945,48.5105556812081,5.524582616435453,无
2023-06-27,24.79545787865752,63.34157253270372,0.0,无
2023-06-28,27.17970986246024,45.62669228335863,0.0,无
2023-06-29,33.18588080277085,67.06603489772154,0.0,无
2023-06-30,26.836290357016143,50.1544964037551,19.53689191962575,无
2023-07-01,33.44199812421414,49.099580011533405,0.0,无
2023-07-02,28.121293350082183,62.78944763984309,0.0,无
2023-07-03,21.10764114791956,63.76292088054714,0.0,无
2023-07-04,30.13153982864227,54.07241733751491,0.0,无
2023-07-05,27.295212452070487,61.476164890733756,0.0,蚜虫
2023-07-06,28.69402682712986,62.787299392959845,0.0,蚜虫
2023-07-07,26.815783967833042,77.05440823680082,0.0,无
2023-07-08,26.749882831406154,53.92071713920643,0.0,红蜘蛛
2023-07-09,32.70044012404491,73.38129385699006,0.0,无
2023-07-10,26.12634160596051,62.2448147132417,9.837622687585005,苹果食心虫
2023-07-11,26.704122431807267,72.08903182177136,0.8257499066412501,无
2023-07-12,27.22908256288578,42.891616809995796,0.5053845534228342,红蜘蛛
2023-07-13,28.097769503619695,37.540595966533594,0.0,"红蜘蛛, 二斑叶螨"
2023-07-14,31.248798109138786,75.43044891074643,0.0,无
2023-07-15,23.362225031113603,40.955796734433434,0.0,无
2023-07-16,28.133927789777747,68.06677779870395,0.0,蚜虫
2023-07-17,23.265981034254423,53.14090482479469,0.0,蚜虫
2023-07-18,32.196946046896585,56.4919353532133,0.0,无
2023-07-19,27.793736358142745,58.77625771430293,3.92709235392025,苹果卷叶蛾
2023-07-20,28.874989208785557,67.70008767380799,0.0,无
2023-07-21,25.370768865237856,53.87908472701494,0.0,无
2023-07-22,29.6327081526213,74.07063235571096,0.0,无
2023-07-23,26.986894497125967,53.90751122976468,0.0,无
2023-07-24,24.679102913064085,71.56862895094635,0.0,无
2023-07-25,28.587994084208173,52.77234001933724,0.0,无
2023-07-26,24.942878721300215,38.25616850620352,0.0,无
2023-07-27,29.343352411253274,62.6894219835006,2.7028983926164054,无
2023-07-28,29.02189780898972,77.30901621863893,0.0,蚜虫
2023-07-29,27.654997482444664,54.869039989747144,0.0,无
2023-07-30,23.69487158298381,36.04535076055907,0.0,无
2023-07-31,28.33747730633391,37.12061627589574,0.0,无
2023-08-01,27.033851315512692,76.31638455587864,0.0,无
2023-08-02,23.10656656321527,45.693083592181864,2.572173767260656,无
2023-08-03,29.36351295701667,63.22647432217405,0.0,无
2023-08-04,30.773334516757295,64.72602584705407,0.0,无
2023-08-05,22.158500333673192,57.69339697493556,0.0,蚜虫
2023-08-06,27.057490564150868,49.398848001962634,0.0,无
2023-08-07,26.78795597428778,54.184938708784706,0.0,蚜虫
2023-08-08,25.976658657861137,44.88750432859035,0.0,无
2023-08-09,19.186673785170758,43.99700388072182,0.0,无
2023-08-10,26.76336785013509,47.8092043287845,19.23366774692101,无
2023-08-11,30.054716773474514,51.238235348682565,22.759516408346197,无
2023-08-12,31.045413752801082,58.97036963279889,0.0,无
2023-08-13,31.870146283717744,55.06388379504127,0.0,无
2023-08-14,28.615854278722143,53.24655548425885,0.0,蚜虫
2023-08-15,26.88612634691359,44.52405842994999,0.0,无
2023-08-16,24.78248662684333,46.9408423245297,0.0,无
2023-08-17,24.53977977955552,62.408475786553126,0.0,蚜虫
2023-08-18,21.993944134644366,57.62027211763331,0.0,"苹果白粉病, 苹果绵蚜"
2023-08-19,33.57988479304901,53.40170528689511,7.499994690829313,无
2023-08-20,22.858925512678972,55.508402540678226,8.433108608259385,无
2023-08-21,27.576461488137976,58.15461582273398,0.0,红蜘蛛
2023-08-22,29.144924657736276,57.47026258112591,0.0,无
2023-08-23,29.460603964751407,57.777068695992256,0.0,无
2023-08-24,27.718474279607452,55.666141128941895,0.0,红蜘蛛
2023-08-25,27.586765196066064,66.33128049484301,0.0,无
2023-08-26,34.395426194851005,47.656583699387596,0.0,二斑叶螨
2023-08-27,27.524571851208943,57.50100924816245,0.0,红蜘蛛
2023-08-28,31.330294934128755,54.92816798186074,3.805709278306665,无
2023-08-29,27.50329391738917,77.91217241133778,0.0,无
2023-08-30,25.093723223732912,64.0698475487359,0.0,无
2023-08-31,28.79684583565201,54.30546380509013,0.0,无
2023-09-01,16.978742904826504,58.90169471350831,1.4172795634635484,无
2023-09-02,18.391970767030255,41.50237380900212,1.3813682755964527,无
2023-09-03,18.422649859430102,59.37957276321882,0.0,无
2023-09-04,18.781306250238217,83.16772771311688,0.0,无
2023-09-05,15.22982625584399,64.9310754753794,0.0,无
2023-09-06,18.656464343257433,61.51962337157907,0.0,无
2023-09-07,25.954229380239344,67.57580370517897,0.0,蚜虫
2023-09-08,16.524837228869092,42.17170976644803,0.0,无
2023-09-09,17.364242869968628,58.87959777968786,1.0031858887904619,蚜虫
2023-09-10,21.86627264171606,73.6741291272457,0.0,无
2023-09-11,18.117445078440007,62.17711590251933,0.0,苹果白粉病
2023-09-12,10.10121380651632,64.24932718947795,0.0,无
2023-09-13,23.55010205046187,63.89456680129307,0.0,蚜虫
2023-09-14,15.44565690389768,58.60527558414391,0.0,蚜虫
2023-09-15,20.686510229732505,68.71625331141024,0.0,蚜虫
2023-09-16,16.73992237810259,51.479830060377864,0.0,"蚜虫, 苹果白粉病"
2023-09-17,19.502263793233023,46.80922909351251,0.0,蚜虫
2023-09-18,16.499498280321582,56.009722905340034,0.0,蚜虫
2023-09-19,18.00209295306868,50.94293544113979,0.0,"苹果白粉病, 苹果绵蚜"
2023-09-20,20.815080394862406,64.88428487534676,0.0,蚜虫
2023-09-21,23.131410640750854,64.87597732240145,0.0,蚜虫
2023-09-22,19.517177930619408,58.61293059001916,0.0,"蚜虫, 苹果白粉病"
2023-09-23,17.96279119681957,45.96383190939729,0.0,无
2023-09-24,19.369279343993277,65.01194592858167,0.0,蚜虫
2023-09-25,20.090799678037428,38.15120922818594,0.0,无
2023-09-26,23.063999134614242,66.78897322878362,0.0,"苹果白粉病, 苹果绵蚜"
2023-09-27,23.406364241129722,61.07019834261767,0.0,"蚜虫, 苹果白粉病"
2023-09-28,18.878284858865683,56.24641187657721,2.378609155063886,蚜虫
2023-09-29,21.200929703824894,58.80494534543175,0.0,蚜虫
2023-09-30,18.818531311335427,58.757249790692526,0.0,蚜虫
2023-10-01,17.66358815693384,75.87863253960896,0.0,无
2023-10-02,17.2790135999651,57.370923060512,0.0,无
2023-10-03,16.183797638404243,62.90121531472835,0.0,无
2023-10-04,13.213677876264452,70.26550322953148,0.0,无
2023-10-05,16.260397172549435,64.02634025637258,1.1113277939708852,苹果白粉病
2023-10-06,18.835670781046524,40.65891292322229,0.0,无
2023-10-07,14.25551772068137,65.3809269607048,0.0,无
2023-10-08,20.83394598195278,52.41755961182555,0.0,苹果绵蚜
2023-10-09,17.833794629299522,59.44052190866752,1.0822834175935496,无
2023-10-10,15.092028419983974,61.23614684671885,0.0,蚜虫
2023-10-11,12.741574550726105,56.12425603253139,0.0,无
2023-10-12,24.874363177689872,65.71794295508435,0.0,蚜虫
2023-10-13,19.048113338124093,61.537041644149355,0.0,"蚜虫, 苹果绵蚜"
2023-10-14,19.204259963912246,60.77533294624771,0.0,蚜虫
2023-10-15,14.352851100444735,71.35999445022992,0.0,无
2023-10-16,17.273810298872366,65.81101374160119,0.0,"蚜虫, 苹果白粉病"
2023-10-17,22.853629990938863,42.635360782955544,0.0,蚜虫
2023-10-18,15.985830571730286,58.28862932527606,0.0,苹果白粉病
2023-10-19,17.13520484528228,66.83035929835776,0.0,无
2023-10-20,20.097394163347506,55.91302849432352,0.0,无
2023-10-21,17.314958351895164,69.60094185591237,0.0,无
2023-10-22,19.984361038057656,61.65157925190201,0.0,无
2023-10-23,17.95380178736806,64.77977941789159,0.0,蚜虫
2023-10-24,21.848780951830726,51.29635221560024,0.0,无
2023-10-25,13.469819829264079,68.95384935503647,0.0,无
2023-10-26,20.54732836826935,66.49333009705147,0.0,无
2023-10-27,13.792972685473726,59.12465860563583,0.0,无
2023-10-28,16.493940129039125,40.36369869806395,0.0,无
2023-10-29,24.456077851527652,80.72608182252895,0.0,无
2023-10-30,14.862659571387569,70.15095347723447,17.110578357283444,无
2023-10-31,18.38081120197863,65.96232138256778,0.0,无
2023-11-01,21.163874255500907,54.85451484340701,0.0,无
2023-11-02,18.16232385228647,65.4213709293408,0.0,无
2023-11-03,18.26673398263249,75.82656230693541,0.0,蚜虫
2023-11-04,18.91103131230745,74.25029275479405,0.0,蚜虫
2023-11-05,12.60226240631604,76.3509295916573,4.455388564647024,无
2023-11-06,22.94107285158487,55.936653648168544,0.0,无
2023-11-07,19.268340517423432,62.64882640756818,0.0,苹果绵蚜
2023-11-08,17.653816185598178,54.7099885497246,0.0,无
2023-11-09,14.311799978805118,50.906614565771676,0.0,无
2023-11-10,15.561300050096701,51.01602629323531,0.0,蚜虫
2023-11-11,19.240831412796013,59.427275416852275,0.0,苹果绵蚜
2023-11-12,24.501874868124986,65.92216530031422,11.51874208422878,无
2023-11-13,24.01679450122203,65.73347961702713,0.0,无
2023-11-14,21.47162804486338,69.32949760022913,0.0,蚜虫
2023-11-15,15.809293557971,43.91712254026889,0.0,蚜虫
2023-11-16,21.57175496613121,48.39183209519964,0.0,蚜虫
2023-11-17,20.41114746672251,71.02695746966224,0.0,蚜虫
2023-11-18,15.672659203639059,57.37964480676639,0.0,无
2023-11-19,16.707505627300808,58.76375538930333,0.0,"蚜虫, 苹果白粉病"
2023-11-20,19.555748671662286,63.15240726763973,0.0,无
2023-11-21,17.764431317080593,58.902657989694525,0.0,苹果白粉病
2023-11-22,19.587387572908003,58.42253698714747,14.047001670611056,无
2023-11-23,13.201845461856038,71.9057035492626,0.25140455593637717,无
2023-11-24,18.144208659931852,63.456955038982606,0.0,无
2023-11-25,15.893108080660305,66.69844896430203,4.042915536592041,无
2023-11-26,17.084731294815832,94.20971214705136,0.0,无
2023-11-27,17.25367689858863,63.270739722991415,0.0,无
2023-11-28,12.375416055181756,83.49967996938268,0.0,无
2023-11-29,14.693618298227054,63.37813920832613,0.0,无
2023-11-30,17.4766603677399,53.641873385793986,3.104653631576194,"蚜虫, 苹果白粉病"
2023-12-01,8.326251455958793,72.28060800674837,0.0,无
2023-12-02,10.019359599632075,70.0228482241271,0.0,无
2023-12-03,0.9103027324030677,51.200259961431094,0.0,无
2023-12-04,8.490547220944574,39.35309084447307,0.861894634797442,无
2023-12-05,4.042208815044348,45.904108552341,0.0,无
2023-12-06,5.319322135576282,68.93461193234147,0.0,无
2023-12-07,7.219465903456593,71.67534975045956,0.0,无
2023-12-08,5.826029722514544,53.037838506025324,10.098774656894502,无
2023-12-09,8.936760931966624,65.7019505854989,0.0,无
2023-12-10,4.0908894558199105,62.606610698971785,0.0,无
2023-12-11,8.938357838335097,72.15401903647778,0.0,无
2023-12-12,2.7548919100351905,64.72249954934675,0.0,无
2023-12-13,0.0,63.362880256392266,0.0,无
2023-12-14,1.954620113987831,65.592886552188,0.0,无
2023-12-15,5.708087097479241,52.06446479907054,0.0,无
2023-12-16,6.218894314261193,55.46360557221612,0.0,无
2023-12-17,7.401454654639248,56.522168572175744,0.5240441583134329,无
2023-12-18,7.235495543361347,88.96131420090445,0.0,无
2023-12-19,7.373360761788293,61.777089278203285,0.0,无
2023-12-20,7.154738006911992,71.4091726237049,0.0,无
2023-12-21,7.503144104175801,59.843671506776694,0.0,无
2023-12-22,1.9859337019530932,68.62130164252949,0.0,无
2023-12-23,6.527821682201372,71.58729674238748,7.391478686816414,无
2023-12-24,1.455653135198527,70.21205640389266,0.0,无
2023-12-25,7.362629805378569,60.588319066697174,0.0,无
2023-12-26,4.078927101316632,64.33529520514965,0.0,无
2023-12-27,4.2105250682508855,60.41692873329436,0.0,无
2023-12-28,4.625662949224711,71.91640725970667,0.0,无
2023-12-29,9.166621811220038,59.72395887915479,0.0,无
2023-12-30,6.250014296843927,53.82899492234276,0.0,无
2023-12-31,0.0,83.82222889984706,0.0,无
2024-01-01,0.0,85.70175851892687,0.0,无
2024-01-02,5.405697401699829,74.51210670040608,0.0,无
2024-01-03,5.762939403101923,67.04108644926852,1.58478370273072,无
2024-01-04,7.628086152140373,63.33453118367554,0.0,无
2024-01-05,4.202053335857282,62.27161887728402,0.0,无
2024-01-06,5.838167905117273,59.77420623061992,3.5630464533918236,无
2024-01-07,0.3242249558862502,44.89178034220515,0.0,无
2024-01-08,4.85233302465508,63.045516795326556,0.20284220578403972,无
2024-01-09,2.307820693963343,77.03629924557418,1.2841056113371516,无
2024-01-10,5.864067177867535,77.74932499740753,0.0,无
2024-01-11,6.248887735271262,57.185311492612854,5.65713375303659,无
2024-01-12,5.997743846010832,56.17308854436658,0.0,无
2024-01-13,3.8762291124030437,82.05182291654107,0.0,无
2024-01-14,1.7659860518490307,56.90222246519617,0.0,无
2024-01-15,0.3685111048080101,56.572497201095906,0.0,无
2024-01-16,6.4710655340641114,52.47288059442534,0.0,无
2024-01-17,2.8550745119002023,66.12866190733395,0.0,无
2024-01-18,6.878060599111205,51.91555471786507,0.0,无
2024-01-19,5.191580549423364,31.203274101622974,1.97787995056425,无
2024-01-20,7.80219061436055,58.75968968686265,0.0,无
2024-01-21,2.436008282152415,68.26050477712947,0.0,无
2024-01-22,3.892257020629312,61.26766050329607,0.0,无
2024-01-23,0.0,54.56616249857798,0.0,无
2024-01-24,9.361973647655331,54.728626523869124,0.0,无
2024-01-25,4.384804285417017,54.855668189304005,4.3413827680569215,无
2024-01-26,6.060744391188999,49.66755273386519,0.0,无
2024-01-27,4.298747625768064,46.844290892972815,0.0,无
2024-01-28,3.997508495150006,59.3238737766957,0.0,无
2024-01-29,2.7999379377143896,53.95521639565123,0.0,无
2024-01-30,4.398191052728778,55.9451916632961,0.0,无
2024-01-31,7.676303737271194,49.81063308813988,11.160883904241263,无
2024-02-01,4.718314775939929,49.14577038103994,0.0,无
2024-02-02,3.964620364411654,47.372738184147394,0.0,无
2024-02-03,6.366323753428574,54.33965921089604,0.0,无
2024-02-04,5.550223735399757,35.67016872440992,0.0,无
2024-02-05,7.923593494305818,43.11850039714549,7.578596299770758,无
2024-02-06,0.9504742175759109,71.95011057081784,3.4866594435664426,无
2024-02-07,6.280507439726671,63.55244964033523,0.0,无
2024-02-08,3.8920123595702,53.7275039893781,0.0,无
2024-02-09,3.357255390536231,47.212585471013284,0.0,无
2024-02-10,7.686651868625514,69.06153375156516,0.0,无
2024-02-11,5.091919087584714,61.59560330796441,0.0,无
2024-02-12,5.903422980844091,82.79142217748252,0.0,无
2024-02-13,10.782858752206113,37.19750453398716,8.633837802766259,无
2024-02-14,6.234370637712243,72.73306672988261,4.713608464409661,无
2024-02-15,6.975406314739121,60.50230735305448,0.0,无
2024-02-16,8.220518787093205,66.8190710902627,0.0,无
2024-02-17,5.107394446577899,57.57286412557438,0.0,无
2024-02-18,4.697014058833275,55.4700822982691,0.0,无
2024-02-19,1.5905130437293087,55.42463601879194,0.0,无
2024-02-20,0.0,77.8685443557229,0.0,无
2024-02-21,7.188133377639157,64.96120562503481,0.0,无
2024-02-22,5.768656820568756,66.35655178835245,0.0,无
2024-02-23,2.685467089584679,74.5330477112929,0.0,无
2024-02-24,5.957563142502841,59.598922354686366,0.0,无
2024-02-25,4.1405859632588085,64.75471590327311,3.337030577395158,无
2024-02-26,5.737877378574912,65.47860681722047,0.0,无
2024-02-27,0.7855637653367964,47.3930516893829,2.3253640172203762,无
2024-02-28,1.4572319772468108,59.37820258696475,0.0,无
2024-02-29,7.211007110674428,32.97289941623599,0.0,无
2024-03-01,19.9844039000119,62.544519808033876,3.0361862610763914,苹果斑点落叶病
2024-03-02,10.968068146548138,58.30649216277056,0.0,无
2024-03-03,19.90687303085039,53.401262598751586,0.0,无
2024-03-04,17.916650193472915,54.10372979788235,0.0,苹果白粉病
2024-03-05,20.69704549975357,65.56198854978379,0.0,无
2024-03-06,20.06412202883047,56.17009303110893,18.772188852765385,无
2024-03-07,23.554952414997107,67.99806803291344,0.0,苹果绵蚜
2024-03-08,16.53683118047653,56.91230478653725,0.26735648968342485,蚜虫
2024-03-09,21.665498964748494,65.30482170621363,0.0,无
2024-03-10,16.334516881740015,52.631768361213254,0.0,蚜虫
2024-03-11,16.417763132223403,45.49363051949681,22.03212785414195,无
2024-03-12,18.54566512797302,76.62869879857672,0.0,无
2024-03-13,22.497376179991207,88.37788396629826,0.0,无
2024-03-14,20.847252109641754,68.08403392180665,0.0,"蚜虫, 苹果绵蚜"
2024-03-15,20.64970547665842,67.78726502950303,0.7902550676215396,"苹果白粉病, 苹果绵蚜"
2024-03-16,19.511832989187813,64.64524631817133,0.0,无
2024-03-17,19.088873990883535,61.27213151325264,0.0,无
2024-03-18,21.861956514901305,42.31543966027294,0.0,无
2024-03-19,14.296668328291904,68.42565521887595,0.0,无
2024-03-20,15.526609807701746,56.23358389103196,0.0,无
2024-03-21,13.790743403488422,63.6826225233527,0.44897003239229116,无
2024-03-22,21.914402812815887,47.358829913900834,0.0,蚜虫
2024-03-23,17.471910767812897,55.72457597885209,0.0,无
2024-03-24,19.982972312895843,58.60269932838249,0.0,蚜虫
2024-03-25,19.02371046978834,54.46295967474359,0.0,"蚜虫, 苹果白粉病"
2024-03-26,21.31395160130556,64.36565292027866,0.0,苹果白粉病
2024-03-27,25.093089342483818,59.45495236335479,0.0,无
2024-03-28,16.746745785432854,81.87231629694745,0.0,无
2024-03-29,22.788969317563794,62.82467719722843,0.0,苹果绵蚜
2024-03-30,21.609083034918083,57.73186667278278,0.0,"蚜虫, 苹果绵蚜"
2024-03-31,18.75535323566131,65.52076105388323,0.0,无
2024-04-01,18.625849232130264,58.58461579616174,0.2649412886702227,无
2024-04-02,16.097376614441355,54.65436529076906,0.0,蚜虫
2024-04-03,15.512549791934294,53.1513892765528,0.0,无
2024-04-04,21.477077791043413,62.69191781148689,0.0,无
2024-04-05,16.65990582151001,69.91558322700449,0.0,无
2024-04-06,15.70417665969737,60.038676344815144,0.0,"蚜虫, 苹果白粉病"
2024-04-07,20.36599995207868,59.39695169339422,2.3007771792474982,无
2024-04-08,21.218981821986482,73.63353149474582,0.0,无
2024-04-09,21.343525663116186,69.61834920200201,0.0,苹果白粉病
2024-04-10,17.85621311190045,46.16427739030944,0.0,无
2024-04-11,13.413846207750494,49.428713874465465,0.0,无
2024-04-12,19.345603905432647,67.46346412381546,0.0,苹果白粉病
2024-04-13,21.58547280827822,53.56084907698467,0.0,苹果白粉病
2024-04-14,17.5318002899381,70.12156763613035,0.0,无
2024-04-15,18.7351881087047,64.49097858236985,4.924647197730882,苹果斑点落叶病
2024-04-16,18.522031827450725,55.873185885630534,0.0,无
2024-04-17,17.181888571847058,61.45271596712345,0.0,蚜虫
2024-04-18,17.559892140435316,48.06222728468286,0.6379435689205522,无
2024-04-19,17.349871275283366,62.23262146903621,0.0,无
2024-04-20,17.697891738910567,58.376073498828845,0.0,"蚜虫, 苹果白粉病"
2024-04-21,16.918516883999715,37.81672031660543,1.8869087496215968,无
2024-04-22,19.373762521226315,57.529727770182966,0.0,蚜虫
2024-04-23,22.781993556758213,63.66121934005368,3.4396631088247527,"蚜虫, 苹果食心虫, 苹果绵蚜, 苹果小卷叶蛾"
2024-04-24,22.81251844392191,54.30209478854871,0.0,无
2024-04-25,20.13806506085061,64.15154559256035,3.171563087788117,"蚜虫, 苹果斑点落叶病"
2024-04-26,18.944256502129885,64.49103739926801,0.0,蚜虫
2024-04-27,22.600741761165324,59.46851190347673,0.0,"蚜虫, 苹果白粉病"
2024-04-28,19.02140295218624,44.60251528385321,0.0,无
2024-04-29,13.915661511573134,64.46865367580516,13.68134074604374,无
2024-04-30,14.030559267808384,53.92233785961883,0.0,无
2024-05-01,19.43521738250669,57.00811435744167,0.0,无
2024-05-02,18.42108141668334,56.53040618430224,0.0,无
2024-05-03,21.540496256460152,52.25019534576925,4.708980157101743,苹果白粉病
2024-05-04,17.10534327636492,43.9886220246669,0.0,无
2024-05-05,18.41975812542379,55.90569764105334,14.677470285785951,无
2024-05-06,15.965173725655063,57.58723405085091,14.109742705399624,无
2024-05-07,15.784188919946612,65.25594742427691,0.0,无
2024-05-08,20.384127462563594,85.43775321511643,0.0,无
2024-05-09,12.02916617439405,48.33914801490188,0.0,无
2024-05-10,15.091262152219134,80.42055993881742,0.0,无
2024-05-11,24.57574541510717,41.94815631535508,0.0,蚜虫
2024-05-12,15.333518962044174,58.83725233076617,7.3215361936740635,无
2024-05-13,19.587984115451892,64.16662543668582,0.0,无
2024-05-14,16.89589540798204,67.4499299785501,0.0,"蚜虫, 苹果白粉病"
2024-05-15,17.877107390594958,50.31927276685189,0.0,无
2024-05-16,18.550867335049237,60.64890951408358,0.04406200963504178,蚜虫
2024-05-17,16.866223453866432,72.6550848265746,0.0,蚜虫
2024-05-18,18.746929863241668,47.57474182367302,0.0,无
2024-05-19,17.13420585637348,71.8186079491982,0.0,无
